,cluster,f1,fbest,freq,grad,sol
271,16,200,[12.12064773020849],"201.20269456484252, 602.3786476632033, 900.7163053672333, 1357.9332543084324, 1702.0116230986753, 2133.433276770835",400,"[7.2608225330405265, 10.681636769926222, 9.147514090246718, 11.525953297822085, 11.047630600509716, 12.092435159371556, 8.710816404081143, 10.681636769926222, 9.147514090246718, 10.432287146875364, 9.852301851813689, 10.102882304465624, 8.710816404081143, 9.852301851813689, 8.710816404081143, 9.61405672340918, 9.147514090246718, 9.852301851813689, 11.047630600509716, 11.525953297822085, 12.550199568185477, 8.324579917466313, 7.526861178095925, 8.324579917466313, 6.400601128100739, 11.047630600509716, 9.147514090246718, 8.324579917466313, 9.61405672340918, 7.2608225330405265, 6.400601128100739, 10.681636769926222, 9.61405672340918, 11.047630600509716, 13.463954963436056, 9.147514090246718, 10.432287146875364, 8.710816404081143, 7.526861178095925, 8.710816404081143]"
272,17,200,[14.455131720463655],"203.71702158554996, 600.3922731433703, 873.6667050180554, 1359.2807721109589, 1694.2183858540839, 2237.4371877134017",400,"[7.2608225330405265, 10.531543322480339, 9.185458700749933, 11.525953297822085, 10.890781970803356, 12.092435159371556, 8.67708896160885, 10.890781970803356, 9.185458700749933, 10.531543322480339, 9.852301851813689, 10.102882304465624, 8.67708896160885, 9.852301851813689, 8.920730911102087, 9.61405672340918, 9.185458700749933, 9.852301851813689, 11.150743901618416, 11.525953297822085, 12.550199568185477, 8.324579917466313, 7.526861178095925, 8.324579917466313, 6.400601128100739, 11.150743901618416, 8.920730911102087, 8.324579917466313, 9.61405672340918, 7.2608225330405265, 6.400601128100739, 10.531543322480339, 9.61405672340918, 10.890781970803356, 13.463954963436056, 9.185458700749933, 10.531543322480339, 8.67708896160885, 7.526861178095925, 8.67708896160885]"
273,18,200,[8.51996691767634],"198.73730701994003, 600.0008372170175, 947.7856593589835, 1352.3516420787053, 1706.9551285936896, 2256.622349925504",400,"[7.2608225330405265, 10.681636769926222, 9.08218419030933, 11.525953297822085, 10.944517299401017, 12.092435159371556, 8.710816404081143, 10.681636769926222, 9.245508940152797, 10.432287146875364, 9.816678674919388, 10.102882304465624, 8.710816404081143, 9.816678674919388, 8.710816404081143, 9.56618051299553, 9.08218419030933, 9.816678674919388, 11.150743901618416, 11.525953297822085, 12.550199568185477, 8.324579917466313, 7.526861178095925, 8.324579917466313, 6.400601128100739, 11.150743901618416, 9.08218419030933, 8.324579917466313, 9.816678674919388, 7.2608225330405265, 6.400601128100739, 10.681636769926222, 9.56618051299553, 10.944517299401017, 13.463954963436056, 9.245508940152797, 10.432287146875364, 8.710816404081143, 7.526861178095925, 8.710816404081143]"
274,19,200,[15.880505771204096],"201.74846202449476, 585.4715279566059, 862.9847136212959, 1355.3958642139178, 1695.109979696937, 2118.4993652688427",400,"[7.2608225330405265, 10.681636769926222, 9.185458700749933, 11.525953297822085, 10.944517299401017, 12.092435159371556, 8.67708896160885, 10.681636769926222, 9.185458700749933, 10.432287146875364, 9.852301851813689, 10.102882304465624, 8.67708896160885, 9.852301851813689, 8.920730911102087, 9.61405672340918, 9.185458700749933, 9.852301851813689, 11.150743901618416, 11.525953297822085, 12.550199568185477, 8.4492499183422, 7.526861178095925, 8.262244917028365, 6.400601128100739, 11.150743901618416, 8.920730911102087, 8.262244917028365, 9.61405672340918, 7.2608225330405265, 6.400601128100739, 10.681636769926222, 9.61405672340918, 10.944517299401017, 13.463954963436056, 9.185458700749933, 10.432287146875364, 8.67708896160885, 7.526861178095925, 8.67708896160885]"
275,20,200,[13.851876402108376],"200.6554426649265, 584.3416596540319, 886.7894345539057, 1353.2358098198429, 1699.019830754104, 2117.21362810268",400,"[7.2608225330405265, 10.681636769926222, 9.08218419030933, 11.525953297822085, 10.944517299401017, 12.092435159371556, 8.645569983561487, 10.681636769926222, 9.245508940152797, 10.432287146875364, 9.852301851813689, 10.102882304465624, 8.645569983561487, 9.852301851813689, 8.808686034860628, 9.61405672340918, 9.08218419030933, 9.852301851813689, 11.150743901618416, 11.525953297822085, 12.550199568185477, 8.4492499183422, 7.526861178095925, 8.262244917028365, 6.400601128100739, 11.150743901618416, 9.08218419030933, 8.262244917028365, 9.61405672340918, 7.2608225330405265, 6.400601128100739, 10.681636769926222, 9.61405672340918, 10.944517299401017, 13.463954963436056, 9.245508940152797, 10.432287146875364, 8.808686034860628, 7.526861178095925, 8.645569983561487]"
276,0,200,[18.72116639],"208.8121951379941, 740.5758436971942, 1299.6522878670883, 1810.0325798298222, 2807.3862787947646, 3469.0192120067354",600,"[4.633042869906018, 4.0266949592240495, 3.030360778913011, 2.741001900241274, 3.4675613628758377, 3.377474892186195, 2.8605943485627425, 3.729471039356031, 3.209443550860162, 2.722743929354947, 2.556173099059026, 3.6400984445848383, 3.4998117804429527, 2.7738973480470728, 3.230430368560377, 3.4672102521822383, 4.232894484849939, 2.801168490662964, 3.1058876271396265, 3.1762593756880926, 3.2922081236507212, 3.656525861040517, 3.4901786349225103, 4.100331480097242, 3.6598953704595103, 3.969272738468506, 2.7015334822940766, 2.7847864816464667, 2.7199097021064373, 3.652446197105533, 4.17529701899766, 2.858511695003337, 3.7050281281846527, 3.33505768137719, 3.3479885617817606, 2.9330213676702166, 3.308316695448858, 2.500777459066541, 2.7120645353190933, 2.5420496928850835]"
277,10,200,[21.475368875984216],"203.58262724069718, 706.3516204210871, 1292.7338086534708, 1882.2506294504278, 2843.7291990638164, 3578.2353192129353",600,"[13.899128609718055, 12.096299177789799, 8.76186614261198, 8.233914701127125, 10.443571522817654, 9.996627572666835, 8.76186614261198, 11.021732520365541, 9.541515691686193, 8.233914701127125, 7.599000251010651, 11.021732520365541, 10.443571522817654, 8.233914701127125, 9.541515691686193, 10.443571522817654, 12.612287255771399, 8.233914701127125, 9.541515691686193, 9.541515691686193, 9.996627572666835, 11.021732520365541, 10.443571522817654, 12.096299177789799, 11.021732520365541, 12.096299177789799, 8.233914701127125, 8.233914701127125, 8.233914701127125, 11.021732520365541, 12.612287255771399, 8.76186614261198, 11.021732520365541, 9.996627572666835, 9.996627572666835, 8.76186614261198, 9.996627572666835, 7.599000251010651, 8.233914701127125, 7.599000251010651]"
278,11,200,[19.29020145432644],"211.8917211296524, 765.2857494782855, 1320.5738862941087, 1878.7828141384975, 2865.6761270978645, 3584.792597538928",600,"[13.899128609718055, 11.993951546538833, 9.204372609078955, 8.233914701127125, 10.443571522817654, 9.996627572666835, 8.652127411236297, 11.021732520365541, 9.616133295108632, 8.233914701127125, 7.599000251010651, 11.021732520365541, 10.443571522817654, 8.233914701127125, 9.616133295108632, 10.443571522817654, 12.508522983944841, 8.233914701127125, 9.204372609078955, 9.616133295108632, 9.996627572666835, 11.021732520365541, 10.443571522817654, 12.508522983944841, 11.021732520365541, 11.993951546538833, 8.233914701127125, 8.233914701127125, 8.233914701127125, 11.021732520365541, 12.508522983944841, 8.652127411236297, 11.021732520365541, 9.996627572666835, 9.996627572666835, 8.652127411236297, 9.996627572666835, 7.599000251010651, 8.233914701127125, 7.599000251010651]"
279,12,200,[19.84751699382679],"211.3448207060099, 759.3402258934921, 1320.4982139810684, 1834.767286666285, 2838.9253772695924, 3593.1811273270014",600,"[13.899128609718055, 12.096299177789799, 9.204372609078955, 8.158352129589497, 10.443571522817654, 9.996627572666835, 8.652127411236297, 11.021732520365541, 9.616133295108632, 8.158352129589497, 7.599000251010651, 11.021732520365541, 10.443571522817654, 8.359852320356502, 9.616133295108632, 10.443571522817654, 12.612287255771399, 8.359852320356502, 9.204372609078955, 9.616133295108632, 9.996627572666835, 11.021732520365541, 10.443571522817654, 12.096299177789799, 11.021732520365541, 12.096299177789799, 8.158352129589497, 8.359852320356502, 8.158352129589497, 11.021732520365541, 12.612287255771399, 8.652127411236297, 11.021732520365541, 9.996627572666835, 9.996627572666835, 8.652127411236297, 9.996627572666835, 7.599000251010651, 8.158352129589497, 7.599000251010651]"
280,13,200,[19.719057106873997],"211.31245793720672, 759.0646363594714, 1320.0783408855646, 1833.040067541767, 2836.571986160698, 3586.1232396334917",600,"[13.899128609718055, 11.993951546538833, 9.204372609078955, 8.158352129589497, 10.443571522817654, 9.996627572666835, 8.652127411236297, 11.021732520365541, 9.616133295108632, 8.158352129589497, 7.599000251010651, 11.021732520365541, 10.443571522817654, 8.359852320356502, 9.616133295108632, 10.443571522817654, 12.612287255771399, 8.359852320356502, 9.204372609078955, 9.616133295108632, 9.996627572666835, 11.021732520365541, 10.443571522817654, 12.300994440291724, 11.021732520365541, 11.993951546538833, 8.158352129589497, 8.359852320356502, 8.158352129589497, 11.021732520365541, 12.612287255771399, 8.652127411236297, 11.021732520365541, 9.996627572666835, 9.996627572666835, 8.652127411236297, 9.996627572666835, 7.599000251010651, 8.158352129589497, 7.599000251010651]"
281,14,200,[19.17505753408389],"211.23662574264168, 758.5602419248709, 1318.0405825975472, 1823.5156334306712, 2809.813247108105, 3567.687650446905",600,"[13.899128609718055, 11.993951546538833, 9.204372609078955, 8.158352129589497, 10.443571522817654, 9.996627572666835, 8.652127411236297, 11.151748751311025, 9.616133295108632, 8.158352129589497, 7.599000251010651, 10.9567244048928, 10.443571522817654, 8.359852320356502, 9.616133295108632, 10.443571522817654, 12.612287255771399, 8.359852320356502, 9.204372609078955, 9.616133295108632, 9.996627572666835, 10.9567244048928, 10.443571522817654, 12.300994440291724, 10.9567244048928, 11.993951546538833, 8.158352129589497, 8.359852320356502, 8.158352129589497, 10.9567244048928, 12.612287255771399, 8.652127411236297, 11.151748751311025, 9.996627572666835, 9.996627572666835, 8.652127411236297, 9.996627572666835, 7.599000251010651, 8.158352129589497, 7.599000251010651]"
282,15,200,[30.20306233179908],"208.78301886411822, 749.3820255694251, 1302.2810791695056, 1831.2745647875856, 2809.9196213784626, 4026.9562845949595",600,"[13.899128609718055, 11.993951546538833, 9.204372609078955, 8.158352129589497, 10.443571522817654, 9.996627572666835, 8.57865906534912, 11.151748751311025, 9.616133295108632, 8.158352129589497, 7.599000251010651, 10.9567244048928, 10.443571522817654, 8.359852320356502, 9.616133295108632, 10.443571522817654, 12.612287255771399, 8.359852320356502, 9.204372609078955, 9.616133295108632, 9.996627572666835, 10.9567244048928, 10.443571522817654, 12.300994440291724, 10.9567244048928, 11.993951546538833, 8.158352129589497, 8.359852320356502, 8.158352129589497, 10.9567244048928, 12.612287255771399, 8.57865906534912, 11.151748751311025, 9.996627572666835, 9.996627572666835, 8.79906410301065, 9.996627572666835, 7.599000251010651, 8.158352129589497, 7.599000251010651]"
283,16,200,[19.979665765158302],"206.98655640040815, 731.8291453050995, 1295.5594607635621, 1831.901049851618, 2811.229137334646, 3553.556740026446",600,"[13.899128609718055, 11.993951546538833, 9.091082336739033, 8.158352129589497, 10.443571522817654, 9.996627572666835, 8.57865906534912, 11.151748751311025, 9.616133295108632, 8.158352129589497, 7.599000251010651, 10.9567244048928, 10.443571522817654, 8.359852320356502, 9.616133295108632, 10.443571522817654, 12.612287255771399, 8.359852320356502, 9.31766288141888, 9.616133295108632, 9.996627572666835, 10.9567244048928, 10.443571522817654, 12.300994440291724, 10.9567244048928, 11.993951546538833, 8.158352129589497, 8.359852320356502, 8.158352129589497, 10.9567244048928, 12.612287255771399, 8.57865906534912, 11.151748751311025, 9.996627572666835, 9.996627572666835, 8.79906410301065, 9.996627572666835, 7.599000251010651, 8.158352129589497, 7.599000251010651]"
284,17,200,[19.240142968058034],"207.66329369582095, 734.3934052944651, 1296.8757896726445, 1834.095515077844, 2803.83945775577, 3525.888019536473",600,"[13.899128609718055, 11.993951546538833, 9.091082336739033, 8.158352129589497, 10.443571522817654, 10.060521135345146, 8.57865906534912, 11.151748751311025, 9.616133295108632, 8.158352129589497, 7.599000251010651, 10.9567244048928, 10.443571522817654, 8.359852320356502, 9.616133295108632, 10.443571522817654, 12.612287255771399, 8.359852320356502, 9.31766288141888, 9.616133295108632, 9.900787228649369, 10.9567244048928, 10.443571522817654, 12.300994440291724, 10.9567244048928, 11.993951546538833, 8.158352129589497, 8.359852320356502, 8.158352129589497, 10.9567244048928, 12.612287255771399, 8.57865906534912, 11.151748751311025, 10.060521135345146, 10.060521135345146, 8.79906410301065, 9.900787228649369, 7.599000251010651, 8.158352129589497, 7.599000251010651]"
285,18,200,[19.246448272786598],"207.66945347952296, 734.406511929798, 1296.9212002720249, 1834.0381994311363, 2804.5684186035, 3525.5826825020613",600,"[13.899128609718055, 11.993951546538833, 9.091082336739033, 8.158352129589497, 10.443571522817654, 10.060521135345146, 8.57865906534912, 11.151748751311025, 9.616133295108632, 8.158352129589497, 7.599000251010651, 10.9567244048928, 10.443571522817654, 8.359852320356502, 9.616133295108632, 10.443571522817654, 12.698683454549816, 8.359852320356502, 9.31766288141888, 9.616133295108632, 9.900787228649369, 10.9567244048928, 10.443571522817654, 12.300994440291724, 10.9567244048928, 11.993951546538833, 8.158352129589497, 8.359852320356502, 8.158352129589497, 10.9567244048928, 12.525891056992979, 8.57865906534912, 11.151748751311025, 10.060521135345146, 10.060521135345146, 8.79906410301065, 9.900787228649369, 7.599000251010651, 8.158352129589497, 7.599000251010651]"
286,19,200,[19.15513582788753],"207.66927051828355, 734.3183825513219, 1296.594013098173, 1832.251539077025, 2802.5183543277494, 3518.7693028198164",600,"[13.899128609718055, 12.08008487767215, 9.091082336739033, 8.158352129589497, 10.443571522817654, 10.060521135345146, 8.57865906534912, 11.151748751311025, 9.616133295108632, 8.158352129589497, 7.599000251010651, 10.9567244048928, 10.443571522817654, 8.359852320356502, 9.616133295108632, 10.443571522817654, 12.698683454549816, 8.359852320356502, 9.31766288141888, 9.616133295108632, 9.900787228649369, 10.9567244048928, 10.443571522817654, 12.300994440291724, 10.9567244048928, 11.907818215405518, 8.158352129589497, 8.359852320356502, 8.158352129589497, 10.9567244048928, 12.525891056992979, 8.57865906534912, 11.151748751311025, 10.060521135345146, 10.060521135345146, 8.79906410301065, 9.900787228649369, 7.599000251010651, 8.158352129589497, 7.599000251010651]"
287,20,200,[18.935936922570367],"207.92379669801778, 734.7575447653682, 1297.186405476083, 1832.122965017957, 2808.793472416443, 3499.3090818054293",600,"[13.899128609718055, 12.08008487767215, 9.091082336739033, 8.158352129589497, 10.443571522817654, 10.060521135345146, 8.57865906534912, 11.151748751311025, 9.616133295108632, 8.158352129589497, 7.647334187916165, 10.9567244048928, 10.443571522817654, 8.359852320356502, 9.616133295108632, 10.443571522817654, 12.698683454549816, 8.359852320356502, 9.31766288141888, 9.616133295108632, 9.900787228649369, 10.9567244048928, 10.443571522817654, 12.300994440291724, 10.9567244048928, 11.907818215405518, 8.158352129589497, 8.359852320356502, 8.158352129589497, 10.9567244048928, 12.525891056992979, 8.57865906534912, 11.151748751311025, 10.060521135345146, 10.060521135345146, 8.79906410301065, 9.900787228649369, 7.5023323771996235, 8.158352129589497, 7.647334187916165]"
288,0,400,[24.35291951],"354.0168370727618, 604.0878864458633, 774.9915907272859, 1015.7865219286202, 1098.3562714372574, 1128.3722927327924",200,"[3.9641442603280543, 2.5722283495854223, 2.2946962810271825, 4.270676872396885, 2.676829522766521, 4.097432814522665, 3.477234182555421, 3.1897034472485823, 4.0725066118131075, 4.857638968627652, 2.639115903200903, 3.4036614327839483, 2.432928075730067, 3.787792463277544, 2.8822523617604205, 2.858956050567872, 2.2279497036680356, 4.036459846695126, 3.2850424901272763, 3.671158111288345, 3.268357934917207, 2.992669093804771, 3.9550665020998266, 3.891085396209619, 2.4767736904386997, 2.546216475031523, 2.135645384788481, 3.938352080019659, 4.3389890669516475, 3.617636895040396, 2.8334316757152505, 2.9772397931785695, 2.951438787582805, 3.533684292479427, 3.195762460348017, 1.8520217361238271, 3.0953490774192605, 3.417812040551206, 2.2018662467261096, 3.1705798251276742]"
